IDHORARIO,DURACION,IDSERVICIO,FECHAINICIO,DIA,HORAINICIO,HORAFIN,FECHAFIN
164701,,12,26/12/2022,,10,9,26/12/2022
164702,,20,04/05/2022,,1,3,04/05/2022
164703,,18,19/07/2022,,13,19,20/07/2022
164704,,18,03/12/2022,,17,19,04/12/2022
164705,,22,16/01/2022,,23,23,16/01/2022
164706,,12,20/12/2022,,6,24,20/12/2022
164707,,13,03/02/2022,,9,21,04/02/2022
164708,,20,06/03/2022,,17,16,06/03/2022
164709,,13,06/09/2022,,18,22,06/09/2022
164710,,8,16/06/2022,,11,22,17/06/2022
164711,,12,31/03/2022,,5,23,01/04/2022
164712,,14,08/01/2022,,12,21,08/01/2022
164713,,22,07/08/2022,,19,18,07/08/2022
164714,,13,21/07/2022,,5,17,21/07/2022
164715,,20,28/07/2022,,0,18,29/07/2022
164716,,4,11/06/2022,,21,9,11/06/2022
164717,,14,11/02/2022,,8,23,11/02/2022
164718,,18,19/10/2022,,16,16,19/10/2022
164719,,4,06/10/2022,,18,11,06/10/2022
164720,,12,30/05/2022,,16,8,31/05/2022
164721,,11,14/12/2022,,6,13,15/12/2022
164722,,17,15/10/2022,,15,15,15/10/2022
164723,,13,27/09/2022,,22,15,27/09/2022
164724,,17,20/02/2022,,6,16,21/02/2022
164725,,4,03/02/2022,,19,20,04/02/2022
164726,,22,16/04/2022,,12,20,16/04/2022
164727,,18,03/04/2022,,21,23,04/04/2022
164728,,18,01/04/2022,,14,5,02/04/2022
164729,,15,06/02/2022,,21,11,06/02/2022
164730,,8,14/06/2022,,22,19,15/06/2022
164731,,20,09/08/2022,,12,9,09/08/2022
164732,,11,24/10/2022,,13,24,25/10/2022
164733,,18,05/03/2022,,23,9,05/03/2022
164734,,5,14/06/2022,,6,21,14/06/2022
164735,,20,18/12/2022,,3,24,19/12/2022
164736,,17,02/03/2022,,5,20,02/03/2022
164737,,4,05/11/2022,,12,18,06/11/2022
164738,,5,04/08/2022,,13,22,05/08/2022
164739,,11,27/11/2022,,0,16,27/11/2022
164740,,11,22/09/2022,,22,23,23/09/2022
164741,,13,24/01/2022,,22,17,24/01/2022
164742,,17,08/01/2022,,23,20,08/01/2022
164743,,14,21/02/2022,,14,22,22/02/2022
164744,,13,24/03/2022,,2,24,25/03/2022
164745,,13,13/06/2022,,16,18,13/06/2022
164746,,4,15/12/2022,,4,16,15/12/2022
164747,,11,06/02/2022,,12,14,07/02/2022
164748,,12,05/07/2022,,18,20,05/07/2022
164749,,18,01/11/2022,,10,15,02/11/2022
164750,,12,11/12/2022,,13,23,12/12/2022
164751,,11,22/12/2022,,14,22,22/12/2022
164752,,20,01/06/2022,,11,18,02/06/2022
164753,,14,01/04/2022,,23,12,01/04/2022
164754,,5,25/10/2022,,14,21,25/10/2022
164755,,12,10/03/2022,,6,9,10/03/2022
164756,,18,15/07/2022,,9,18,15/07/2022
164757,,8,21/10/2022,,2,20,21/10/2022
164758,,11,29/06/2022,,14,8,30/06/2022
164759,,13,11/08/2022,,2,14,11/08/2022
164760,,8,23/02/2022,,13,18,24/02/2022
164761,,5,25/10/2022,,7,10,25/10/2022
164762,,22,07/04/2022,,20,6,08/04/2022
164763,,11,13/04/2022,,9,24,14/04/2022
164764,,20,09/12/2022,,7,19,10/12/2022
164765,,4,04/03/2022,,10,14,04/03/2022
164766,,20,06/11/2022,,7,15,07/11/2022
164767,,20,13/08/2022,,4,15,13/08/2022
164768,,8,07/04/2022,,19,10,07/04/2022
164769,,4,21/02/2022,,19,18,21/02/2022
164770,,13,24/01/2022,,6,24,25/01/2022
164771,,22,01/06/2022,,0,20,02/06/2022
164772,,8,02/04/2022,,6,22,03/04/2022
164773,,17,22/08/2022,,0,16,23/08/2022
164774,,4,23/10/2022,,20,24,23/10/2022
164775,,14,22/08/2022,,16,20,22/08/2022
164776,,22,12/11/2022,,18,22,12/11/2022
164777,,17,02/10/2022,,5,23,03/10/2022
164778,,20,14/01/2022,,22,18,15/01/2022
164779,,15,02/12/2022,,18,12,02/12/2022
164780,,14,08/12/2022,,23,20,09/12/2022
164781,,11,17/01/2022,,13,21,18/01/2022
164782,,20,03/01/2023,,9,22,04/01/2023
164783,,20,20/04/2022,,15,16,20/04/2022
164784,,5,13/09/2022,,9,17,13/09/2022
164785,,18,15/08/2022,,23,11,16/08/2022
164786,,14,25/07/2022,,16,14,26/07/2022
164787,,5,09/11/2022,,21,22,09/11/2022
164788,,12,15/09/2022,,5,16,16/09/2022
164789,,18,22/12/2022,,4,12,23/12/2022
164790,,13,20/02/2022,,22,15,21/02/2022
164791,,17,10/01/2022,,18,21,11/01/2022
164792,,12,03/01/2022,,19,9,04/01/2022
164793,,22,01/06/2022,,21,21,01/06/2022
164794,,11,26/02/2022,,18,11,27/02/2022
164795,,20,18/04/2022,,0,17,19/04/2022
164796,,17,24/04/2022,,22,24,24/04/2022
164797,,20,08/11/2022,,22,20,09/11/2022
164798,,15,24/05/2022,,11,20,24/05/2022
164799,,22,13/03/2022,,0,17,14/03/2022
164800,,13,07/10/2022,,14,10,08/10/2022
164801,,18,03/08/2022,,15,18,04/08/2022
164802,,13,04/08/2022,,3,5,04/08/2022
164803,,12,11/01/2022,,12,17,12/01/2022
164804,,8,19/01/2022,,18,13,20/01/2022
164805,,5,10/02/2022,,19,23,10/02/2022
164806,,15,31/05/2022,,6,16,31/05/2022
164807,,11,04/12/2022,,21,23,04/12/2022
164808,,5,06/12/2022,,21,4,07/12/2022
164809,,17,19/09/2022,,7,15,20/09/2022
164810,,12,25/09/2022,,23,24,25/09/2022
164811,,20,16/09/2022,,16,24,16/09/2022
164812,,4,29/07/2022,,19,11,29/07/2022
164813,,4,24/01/2022,,9,15,25/01/2022
164814,,18,15/05/2022,,14,13,16/05/2022
164815,,17,10/06/2022,,9,23,10/06/2022
164816,,5,07/09/2022,,16,22,08/09/2022
164817,,8,12/03/2022,,3,23,12/03/2022
164818,,8,26/06/2022,,7,6,26/06/2022
164819,,22,29/04/2022,,5,24,29/04/2022
164820,,15,14/09/2022,,19,22,14/09/2022
164821,,13,07/09/2022,,3,24,07/09/2022
164822,,15,29/05/2022,,20,23,30/05/2022
164823,,12,03/04/2022,,17,17,04/04/2022
164824,,5,12/11/2022,,12,24,13/11/2022
164825,,17,22/05/2022,,12,21,22/05/2022
164826,,14,28/04/2022,,18,20,29/04/2022
164827,,5,16/11/2022,,4,21,17/11/2022
164828,,17,23/01/2022,,23,8,24/01/2022
164829,,8,13/09/2022,,3,9,13/09/2022
164830,,12,27/07/2022,,2,14,28/07/2022
164831,,14,14/07/2022,,22,24,15/07/2022
164832,,8,31/07/2022,,15,23,31/07/2022
164833,,20,14/12/2022,,10,5,14/12/2022
164834,,12,11/04/2022,,23,17,12/04/2022
164835,,22,14/01/2022,,21,6,14/01/2022
164836,,15,04/01/2023,,13,21,04/01/2023
164837,,4,24/03/2022,,16,19,24/03/2022
164838,,22,05/01/2022,,19,13,06/01/2022
164839,,12,29/11/2022,,13,21,30/11/2022
164840,,11,02/04/2022,,21,24,03/04/2022
164841,,18,15/03/2022,,8,19,15/03/2022
164842,,17,12/09/2022,,10,18,13/09/2022
164843,,11,11/05/2022,,20,12,12/05/2022
164844,,14,09/03/2022,,2,7,09/03/2022
164845,,11,01/01/2022,,15,22,02/01/2022
164846,,14,10/09/2022,,11,10,11/09/2022
164847,,18,19/12/2022,,6,23,19/12/2022
164848,,4,02/09/2022,,1,22,03/09/2022
164849,,5,31/03/2022,,13,23,01/04/2022
164850,,11,11/07/2022,,7,16,11/07/2022
164851,,5,26/01/2022,,9,14,27/01/2022
164852,,4,11/02/2022,,0,17,12/02/2022
164853,,4,26/06/2022,,23,18,26/06/2022
164854,,12,23/04/2022,,20,23,24/04/2022
164855,,14,19/10/2022,,16,15,19/10/2022
164856,,12,19/07/2022,,4,12,20/07/2022
164857,,13,28/02/2022,,10,15,01/03/2022
164858,,13,06/06/2022,,9,9,07/06/2022
164859,,14,31/07/2022,,19,19,01/08/2022
164860,,22,28/10/2022,,18,24,29/10/2022
164861,,15,27/06/2022,,9,9,28/06/2022
164862,,17,21/07/2022,,10,22,21/07/2022
164863,,5,29/06/2022,,4,24,30/06/2022
164864,,4,06/01/2022,,12,23,06/01/2022
164865,,5,24/07/2022,,5,20,24/07/2022
164866,,13,27/08/2022,,2,4,27/08/2022
164867,,22,20/03/2022,,9,24,20/03/2022
164868,,11,07/05/2022,,19,16,07/05/2022
164869,,11,05/09/2022,,21,19,06/09/2022
164870,,4,03/10/2022,,15,17,04/10/2022
164871,,15,05/02/2022,,6,22,05/02/2022
164872,,14,29/03/2022,,19,19,29/03/2022
164873,,14,18/09/2022,,11,20,18/09/2022
164874,,12,20/08/2022,,12,23,21/08/2022
164875,,15,08/09/2022,,3,19,08/09/2022
164876,,15,18/03/2022,,15,8,19/03/2022
164877,,22,18/01/2022,,12,8,18/01/2022
164878,,18,27/10/2022,,22,18,28/10/2022
164879,,4,18/07/2022,,8,19,18/07/2022
164880,,4,30/01/2022,,13,14,30/01/2022
164881,,4,24/04/2022,,4,14,25/04/2022
164882,,4,29/08/2022,,4,9,29/08/2022
164883,,17,08/11/2022,,8,21,09/11/2022
164884,,17,28/12/2022,,11,20,28/12/2022
164885,,22,30/03/2022,,4,22,30/03/2022
164886,,11,11/08/2022,,12,12,12/08/2022
164887,,20,16/01/2022,,9,10,17/01/2022
164888,,11,19/03/2022,,9,23,20/03/2022
164889,,17,27/05/2022,,14,22,28/05/2022
164890,,22,07/10/2022,,15,24,08/10/2022
164891,,8,15/10/2022,,23,22,15/10/2022
164892,,4,20/02/2022,,14,23,21/02/2022
164893,,14,26/04/2022,,6,20,26/04/2022
164894,,13,02/08/2022,,8,8,02/08/2022
164895,,11,16/03/2022,,2,23,16/03/2022
164896,,18,27/05/2022,,8,21,27/05/2022
164897,,15,24/02/2022,,14,24,24/02/2022
164898,,13,06/03/2022,,20,20,06/03/2022
164899,,11,21/03/2022,,6,6,22/03/2022
164900,,17,28/07/2022,,15,24,29/07/2022
164901,,22,05/11/2022,,19,19,06/11/2022
164902,,13,08/02/2022,,1,21,08/02/2022
164903,,13,21/06/2022,,14,10,21/06/2022
164904,,22,15/06/2022,,10,21,15/06/2022
164905,,18,09/03/2022,,22,15,09/03/2022
164906,,17,27/03/2022,,16,1,27/03/2022
164907,,17,03/06/2022,,3,6,04/06/2022
164908,,8,20/04/2022,,8,23,21/04/2022
164909,,11,16/03/2022,,4,8,16/03/2022
164910,,20,05/11/2022,,20,11,05/11/2022
164911,,17,29/06/2022,,23,22,30/06/2022
164912,,13,11/07/2022,,1,23,11/07/2022
164913,,13,09/03/2022,,20,18,10/03/2022
164914,,12,16/12/2022,,6,22,16/12/2022
164915,,22,22/08/2022,,21,22,22/08/2022
164916,,20,23/05/2022,,11,18,23/05/2022
164917,,4,18/09/2022,,18,15,18/09/2022
164918,,15,29/06/2022,,8,24,30/06/2022
164919,,20,15/04/2022,,9,21,16/04/2022
164920,,15,29/08/2022,,13,18,29/08/2022
164921,,13,29/11/2022,,17,22,30/11/2022
164922,,15,30/05/2022,,1,24,31/05/2022
164923,,8,30/07/2022,,1,16,30/07/2022
164924,,20,02/12/2022,,0,22,03/12/2022
164925,,17,27/11/2022,,0,9,28/11/2022
164926,,20,20/10/2022,,17,21,20/10/2022
164927,,22,13/10/2022,,6,24,13/10/2022
164928,,13,03/04/2022,,14,22,03/04/2022
164929,,14,25/03/2022,,0,15,26/03/2022
164930,,22,14/08/2022,,23,20,15/08/2022
164931,,13,03/08/2022,,17,20,04/08/2022
164932,,18,27/10/2022,,10,9,28/10/2022
164933,,18,04/10/2022,,14,15,04/10/2022
164934,,20,24/02/2022,,19,20,24/02/2022
164935,,8,11/06/2022,,14,12,12/06/2022
164936,,4,01/06/2022,,4,11,01/06/2022
164937,,17,16/12/2022,,21,22,17/12/2022
164938,,13,12/10/2022,,0,10,13/10/2022
164939,,22,29/11/2022,,4,5,30/11/2022
164940,,14,21/02/2022,,1,16,21/02/2022
164941,,11,25/01/2022,,3,13,25/01/2022
164942,,4,18/01/2022,,1,22,19/01/2022
164943,,5,21/07/2022,,21,24,22/07/2022
164944,,22,18/08/2022,,7,12,18/08/2022
164945,,22,07/05/2022,,6,22,08/05/2022
164946,,12,29/06/2022,,23,12,29/06/2022
164947,,15,20/01/2022,,22,17,20/01/2022
164948,,17,27/03/2022,,4,21,28/03/2022
164949,,14,11/02/2022,,16,16,12/02/2022
164950,,15,15/03/2022,,13,5,15/03/2022
164951,,13,04/08/2022,,7,17,05/08/2022
164952,,11,08/02/2022,,0,16,09/02/2022
164953,,4,09/11/2022,,6,17,09/11/2022
164954,,15,23/01/2022,,2,17,23/01/2022
164955,,13,12/09/2022,,5,6,12/09/2022
164956,,11,05/06/2022,,19,15,06/06/2022
164957,,22,28/04/2022,,5,19,29/04/2022
164958,,15,09/08/2022,,17,14,09/08/2022
164959,,20,28/03/2022,,5,23,28/03/2022
164960,,18,22/05/2022,,21,20,22/05/2022
164961,,20,13/06/2022,,11,20,14/06/2022
164962,,20,26/07/2022,,19,23,26/07/2022
164963,,17,29/10/2022,,22,24,29/10/2022
164964,,13,22/10/2022,,1,8,23/10/2022
164965,,14,07/10/2022,,2,18,07/10/2022
164966,,4,29/05/2022,,1,24,29/05/2022
164967,,8,13/09/2022,,0,21,14/09/2022
164968,,14,14/02/2022,,1,18,14/02/2022
164969,,4,21/06/2022,,10,19,22/06/2022
164970,,15,28/06/2022,,11,12,29/06/2022
164971,,11,16/04/2022,,9,13,17/04/2022
164972,,5,18/12/2022,,4,21,18/12/2022
164973,,17,17/02/2022,,12,24,18/02/2022
164974,,13,27/11/2022,,20,18,28/11/2022
164975,,5,07/02/2022,,10,23,07/02/2022
164976,,22,16/12/2022,,10,19,17/12/2022
164977,,13,09/12/2022,,1,22,09/12/2022
164978,,20,14/08/2022,,10,13,14/08/2022
164979,,17,11/10/2022,,6,16,12/10/2022
164980,,20,04/11/2022,,10,19,05/11/2022
164981,,4,19/06/2022,,1,24,20/06/2022
164982,,8,08/08/2022,,4,19,09/08/2022
164983,,17,13/10/2022,,6,24,13/10/2022
164984,,22,19/11/2022,,1,24,20/11/2022
164985,,15,03/02/2022,,19,7,04/02/2022
164986,,8,30/12/2022,,12,15,30/12/2022
164987,,14,03/08/2022,,0,13,04/08/2022
164988,,11,03/06/2022,,9,24,03/06/2022
164989,,18,20/03/2022,,22,9,21/03/2022
164990,,5,05/11/2022,,9,21,05/11/2022
164991,,5,30/10/2022,,1,13,31/10/2022
164992,,17,03/05/2022,,0,24,04/05/2022
164993,,15,30/05/2022,,12,14,31/05/2022
164994,,5,17/08/2022,,22,20,18/08/2022
164995,,11,19/03/2022,,3,21,20/03/2022
164996,,18,23/05/2022,,2,23,24/05/2022
164997,,8,27/07/2022,,21,10,28/07/2022
164998,,15,11/08/2022,,2,15,12/08/2022
164999,,12,30/03/2022,,22,13,31/03/2022
165000,,12,15/07/2022,,14,24,16/07/2022
165001,,13,13/03/2022,,23,22,14/03/2022
165002,,13,14/01/2022,,1,10,14/01/2022
165003,,17,25/12/2022,,0,18,25/12/2022
165004,,13,31/08/2022,,10,14,31/08/2022
165005,,20,06/09/2022,,6,21,07/09/2022
165006,,20,28/09/2022,,9,20,29/09/2022
165007,,14,23/05/2022,,0,23,24/05/2022
165008,,18,03/03/2022,,19,22,03/03/2022
165009,,13,30/12/2022,,21,23,31/12/2022
165010,,17,10/08/2022,,22,1,11/08/2022
165011,,8,12/10/2022,,14,24,13/10/2022
165012,,15,13/05/2022,,17,18,14/05/2022
165013,,20,30/09/2022,,23,22,30/09/2022
165014,,20,17/10/2022,,11,21,17/10/2022
165015,,5,22/02/2022,,2,17,22/02/2022
165016,,20,30/10/2022,,15,15,31/10/2022
165017,,12,07/10/2022,,12,11,07/10/2022
165018,,13,30/11/2022,,2,9,01/12/2022
165019,,8,01/10/2022,,21,21,02/10/2022
165020,,18,19/05/2022,,19,13,19/05/2022
165021,,11,20/02/2022,,3,24,21/02/2022
165022,,20,14/05/2022,,17,23,15/05/2022
165023,,12,02/04/2022,,0,19,02/04/2022
165024,,15,23/01/2022,,11,15,24/01/2022
165025,,4,30/11/2022,,6,14,01/12/2022
165026,,18,30/08/2022,,6,24,31/08/2022
165027,,11,24/12/2022,,12,13,25/12/2022
165028,,22,02/10/2022,,20,10,03/10/2022
165029,,5,13/12/2022,,14,16,13/12/2022
165030,,14,21/03/2022,,5,13,21/03/2022
165031,,18,11/08/2022,,8,24,11/08/2022
165032,,12,12/06/2022,,4,13,12/06/2022
165033,,22,13/03/2022,,12,20,13/03/2022
165034,,11,24/06/2022,,9,23,24/06/2022
165035,,12,08/06/2022,,8,22,09/06/2022
165036,,4,23/09/2022,,18,19,23/09/2022
165037,,18,17/03/2022,,2,24,17/03/2022
165038,,14,17/08/2022,,11,23,17/08/2022
165039,,5,05/05/2022,,17,21,05/05/2022
165040,,8,03/07/2022,,0,23,04/07/2022
165041,,13,15/07/2022,,11,21,15/07/2022
165042,,18,05/09/2022,,0,24,05/09/2022
165043,,17,31/03/2022,,16,19,01/04/2022
165044,,11,24/02/2022,,5,9,25/02/2022
165045,,13,23/02/2022,,12,23,23/02/2022
165046,,14,26/09/2022,,12,23,27/09/2022
165047,,13,02/09/2022,,1,24,02/09/2022
165048,,8,14/09/2022,,6,17,14/09/2022
165049,,8,20/07/2022,,6,21,20/07/2022
165050,,18,09/06/2022,,8,22,09/06/2022
165051,,14,04/01/2022,,11,20,04/01/2022
165052,,8,26/09/2022,,20,23,27/09/2022
165053,,4,10/09/2022,,18,20,10/09/2022
165054,,5,19/08/2022,,11,23,20/08/2022
165055,,18,19/09/2022,,15,24,19/09/2022
165056,,17,11/02/2022,,19,8,11/02/2022
165057,,13,22/08/2022,,7,16,22/08/2022
165058,,13,19/04/2022,,15,16,20/04/2022
165059,,13,27/07/2022,,15,24,28/07/2022
165060,,13,22/11/2022,,6,19,23/11/2022
165061,,17,09/06/2022,,1,24,10/06/2022
165062,,22,13/04/2022,,21,14,14/04/2022
165063,,12,23/12/2022,,10,24,23/12/2022
165064,,15,27/01/2022,,19,15,27/01/2022
165065,,12,22/09/2022,,9,22,22/09/2022
165066,,13,31/12/2022,,7,11,31/12/2022
165067,,18,22/02/2022,,1,14,22/02/2022
165068,,22,11/03/2022,,19,12,12/03/2022
165069,,14,01/03/2022,,19,24,01/03/2022
165070,,22,24/06/2022,,10,18,24/06/2022
165071,,15,16/08/2022,,6,16,17/08/2022
165072,,5,28/04/2022,,0,20,28/04/2022
165073,,12,05/03/2022,,12,22,05/03/2022
165074,,18,27/05/2022,,18,20,28/05/2022
165075,,12,08/01/2022,,19,18,09/01/2022
165076,,8,16/09/2022,,2,11,17/09/2022
165077,,11,27/10/2022,,14,11,27/10/2022
165078,,5,10/08/2022,,8,16,11/08/2022
165079,,8,07/08/2022,,16,20,07/08/2022
165080,,14,04/12/2022,,2,8,04/12/2022
165081,,15,01/08/2022,,23,24,02/08/2022
165082,,15,21/08/2022,,23,19,21/08/2022
165083,,5,14/12/2022,,19,24,15/12/2022
165084,,14,17/10/2022,,4,22,17/10/2022
165085,,17,02/04/2022,,19,17,03/04/2022
165086,,14,18/11/2022,,17,20,19/11/2022
165087,,8,08/09/2022,,14,20,08/09/2022
165088,,8,03/12/2022,,9,6,03/12/2022
165089,,20,15/02/2022,,15,6,15/02/2022
165090,,12,22/08/2022,,2,12,23/08/2022
165091,,5,23/07/2022,,3,23,23/07/2022
165092,,8,06/02/2022,,11,23,07/02/2022
165093,,20,20/12/2022,,23,23,21/12/2022
165094,,14,29/01/2022,,12,12,29/01/2022
165095,,15,10/04/2022,,11,3,11/04/2022
165096,,5,11/09/2022,,22,12,12/09/2022
165097,,14,17/04/2022,,7,12,18/04/2022
165098,,4,20/08/2022,,10,24,20/08/2022
165099,,11,14/04/2022,,15,19,14/04/2022
165100,,20,03/01/2022,,15,10,03/01/2022
165101,,20,24/08/2022,,6,23,25/08/2022
165102,,5,10/12/2022,,15,19,11/12/2022
165103,,20,20/02/2022,,1,22,20/02/2022
165104,,5,26/10/2022,,15,12,27/10/2022
165105,,18,31/01/2022,,18,6,31/01/2022
165106,,14,15/07/2022,,14,22,16/07/2022
165107,,8,03/07/2022,,12,11,04/07/2022
165108,,22,24/05/2022,,2,21,24/05/2022
165109,,20,19/03/2022,,17,19,19/03/2022
165110,,13,10/05/2022,,9,20,10/05/2022
165111,,15,29/06/2022,,2,24,30/06/2022
165112,,4,30/04/2022,,1,19,01/05/2022
165113,,14,04/05/2022,,11,22,04/05/2022
165114,,8,24/04/2022,,11,17,25/04/2022
165115,,8,03/02/2022,,22,10,04/02/2022
165116,,15,25/03/2022,,17,16,25/03/2022
165117,,15,07/08/2022,,1,24,08/08/2022
165118,,20,02/11/2022,,3,5,03/11/2022
165119,,8,07/12/2022,,21,12,08/12/2022
165120,,22,11/10/2022,,23,18,12/10/2022
165121,,5,13/05/2022,,19,16,14/05/2022
165122,,22,04/02/2022,,9,11,04/02/2022
165123,,20,02/06/2022,,7,23,02/06/2022
165124,,5,05/02/2022,,3,15,06/02/2022
165125,,14,18/04/2022,,15,24,19/04/2022
165126,,15,24/02/2022,,0,22,25/02/2022
165127,,15,03/07/2022,,20,23,04/07/2022
165128,,14,20/01/2022,,11,24,20/01/2022
165129,,15,19/06/2022,,10,23,20/06/2022
165130,,8,27/07/2022,,7,16,28/07/2022
165131,,13,10/05/2022,,20,14,10/05/2022
165132,,12,15/01/2022,,0,16,15/01/2022
165133,,5,02/06/2022,,10,23,03/06/2022
165134,,22,15/12/2022,,9,17,15/12/2022
165135,,15,01/03/2022,,0,16,02/03/2022
165136,,12,07/04/2022,,9,20,08/04/2022
165137,,5,14/07/2022,,7,24,15/07/2022
165138,,8,31/12/2022,,0,19,01/01/2023
165139,,11,07/11/2022,,19,20,08/11/2022
165140,,17,01/12/2022,,23,18,02/12/2022
165141,,14,17/11/2022,,14,23,18/11/2022
165142,,4,12/10/2022,,10,18,13/10/2022
165143,,4,29/03/2022,,8,12,30/03/2022
165144,,22,18/10/2022,,20,10,19/10/2022
165145,,4,27/08/2022,,6,14,27/08/2022
165146,,5,15/07/2022,,17,18,16/07/2022
165147,,18,04/10/2022,,22,20,04/10/2022
165148,,5,31/12/2022,,16,17,31/12/2022
165149,,14,19/01/2022,,6,18,20/01/2022
165150,,14,10/10/2022,,7,24,11/10/2022
165151,,20,08/06/2022,,14,13,08/06/2022
165152,,11,20/05/2022,,16,24,20/05/2022
165153,,4,29/11/2022,,17,21,30/11/2022
165154,,5,18/05/2022,,9,19,18/05/2022
165155,,22,13/03/2022,,16,20,13/03/2022
165156,,17,21/10/2022,,23,20,22/10/2022
165157,,22,10/12/2022,,2,14,11/12/2022
165158,,14,08/03/2022,,17,13,08/03/2022
165159,,8,29/12/2022,,12,17,29/12/2022
165160,,12,16/11/2022,,8,24,16/11/2022
165161,,11,09/09/2022,,15,22,10/09/2022
165162,,18,24/01/2022,,10,23,24/01/2022
165163,,17,13/02/2022,,1,9,14/02/2022
165164,,5,21/10/2022,,21,19,22/10/2022
165165,,4,17/02/2022,,11,17,17/02/2022
165166,,22,08/11/2022,,17,22,08/11/2022
165167,,14,09/10/2022,,15,22,10/10/2022
165168,,20,10/11/2022,,10,22,10/11/2022
165169,,4,07/05/2022,,4,21,07/05/2022
165170,,15,10/02/2022,,5,18,11/02/2022
165171,,11,23/08/2022,,9,24,24/08/2022
165172,,11,08/11/2022,,1,23,09/11/2022
165173,,8,15/08/2022,,20,24,16/08/2022
165174,,13,31/10/2022,,22,20,31/10/2022
165175,,11,09/11/2022,,19,9,10/11/2022
165176,,20,05/11/2022,,1,20,06/11/2022
165177,,15,28/03/2022,,16,23,29/03/2022
165178,,14,17/11/2022,,22,23,17/11/2022
165179,,11,20/01/2022,,23,19,20/01/2022
165180,,13,01/08/2022,,21,20,02/08/2022
165181,,22,26/11/2022,,1,10,27/11/2022
165182,,11,10/04/2022,,22,16,11/04/2022
165183,,4,28/07/2022,,14,22,28/07/2022
165184,,20,22/01/2022,,7,8,23/01/2022
165185,,12,28/01/2022,,6,19,28/01/2022
165186,,20,18/11/2022,,7,18,19/11/2022
165187,,20,10/05/2022,,9,19,11/05/2022
165188,,22,03/04/2022,,0,20,04/04/2022
165189,,8,07/05/2022,,10,20,08/05/2022
165190,,12,16/09/2022,,5,11,16/09/2022
165191,,4,02/03/2022,,5,10,03/03/2022
165192,,12,16/08/2022,,1,24,17/08/2022
165193,,20,04/12/2022,,18,17,04/12/2022
165194,,20,09/09/2022,,13,11,09/09/2022
165195,,12,23/10/2022,,14,22,23/10/2022
165196,,18,25/03/2022,,5,22,26/03/2022
165197,,11,10/01/2022,,0,24,10/01/2022
165198,,13,30/03/2022,,17,18,31/03/2022
165199,,14,06/02/2022,,3,16,06/02/2022
165200,,11,26/08/2022,,11,17,26/08/2022
165201,,13,17/01/2022,,4,22,17/01/2022
165202,,13,13/02/2022,,0,9,14/02/2022
165203,,13,27/07/2022,,5,22,27/07/2022
165204,,12,15/12/2022,,12,21,16/12/2022
165205,,8,08/06/2022,,15,18,08/06/2022
165206,,5,29/10/2022,,14,19,30/10/2022
165207,,18,21/05/2022,,0,20,22/05/2022
165208,,14,29/07/2022,,8,20,30/07/2022
165209,,15,02/05/2022,,12,8,03/05/2022
165210,,4,05/08/2022,,12,10,06/08/2022
165211,,17,18/07/2022,,20,15,19/07/2022
165212,,8,22/07/2022,,20,9,22/07/2022
165213,,14,19/10/2022,,13,19,19/10/2022
165214,,5,02/07/2022,,4,8,03/07/2022
165215,,18,31/05/2022,,12,9,31/05/2022
165216,,18,02/11/2022,,5,17,03/11/2022
165217,,22,13/06/2022,,10,6,14/06/2022
165218,,11,01/02/2022,,5,13,02/02/2022
165219,,13,24/07/2022,,21,19,24/07/2022
165220,,5,14/03/2022,,18,16,15/03/2022
165221,,13,22/04/2022,,15,23,22/04/2022
165222,,18,18/07/2022,,17,7,19/07/2022
165223,,20,11/09/2022,,22,16,12/09/2022
165224,,17,10/07/2022,,9,16,11/07/2022
165225,,13,25/07/2022,,21,7,26/07/2022
165226,,22,07/07/2022,,3,23,08/07/2022
165227,,14,08/02/2022,,11,17,09/02/2022
165228,,22,12/05/2022,,2,15,13/05/2022
165229,,15,02/12/2022,,9,19,03/12/2022
165230,,13,03/07/2022,,15,15,03/07/2022
165231,,4,13/12/2022,,7,20,13/12/2022
165232,,8,17/02/2022,,12,8,18/02/2022
165233,,8,07/04/2022,,9,17,08/04/2022
165234,,15,16/07/2022,,4,23,17/07/2022
165235,,15,08/05/2022,,1,10,09/05/2022
165236,,15,01/05/2022,,9,17,02/05/2022
165237,,5,07/03/2022,,10,24,07/03/2022
165238,,11,25/07/2022,,10,15,26/07/2022
165239,,17,12/07/2022,,7,24,13/07/2022
165240,,20,21/07/2022,,22,18,22/07/2022
165241,,8,24/05/2022,,16,24,25/05/2022
165242,,5,20/12/2022,,12,13,20/12/2022
165243,,14,17/06/2022,,11,18,18/06/2022
165244,,12,29/11/2022,,7,12,29/11/2022
165245,,13,07/05/2022,,4,19,07/05/2022
165246,,15,03/08/2022,,22,24,03/08/2022
165247,,11,09/09/2022,,18,18,10/09/2022
165248,,15,20/03/2022,,18,7,21/03/2022
165249,,4,04/11/2022,,6,22,05/11/2022
165250,,11,14/04/2022,,0,23,15/04/2022
165251,,22,30/09/2022,,2,19,30/09/2022
165252,,22,19/05/2022,,5,23,20/05/2022
165253,,8,19/02/2022,,18,19,19/02/2022
165254,,15,19/11/2022,,8,4,19/11/2022
165255,,12,12/04/2022,,15,22,12/04/2022
165256,,4,04/08/2022,,6,14,05/08/2022
165257,,13,04/03/2022,,23,24,05/03/2022
