IDHORARIO,DURACION,IDSERVICIO,FECHAINICIO,DIA,HORAINICIO,HORAFIN,FECHAFIN
68159,,17,27/12/2022,,20,22,28/12/2022
68160,,8,11/02/2022,,2,14,11/02/2022
68161,,13,15/12/2022,,0,22,15/12/2022
68162,,15,26/01/2022,,4,23,26/01/2022
68163,,5,27/12/2022,,2,23,27/12/2022
68164,,12,17/09/2022,,23,24,18/09/2022
68165,,18,07/03/2022,,10,21,08/03/2022
68166,,5,20/06/2022,,15,23,21/06/2022
68167,,13,18/10/2022,,3,22,18/10/2022
68168,,13,25/09/2022,,23,13,25/09/2022
68169,,4,05/02/2022,,14,16,05/02/2022
68170,,8,03/05/2022,,5,22,04/05/2022
68171,,12,21/09/2022,,6,23,21/09/2022
68172,,20,12/05/2022,,14,17,12/05/2022
68173,,5,24/07/2022,,14,7,25/07/2022
68174,,22,03/05/2022,,18,24,03/05/2022
68175,,8,12/08/2022,,13,18,12/08/2022
68176,,18,21/02/2022,,20,23,22/02/2022
68177,,11,13/01/2022,,20,23,13/01/2022
68178,,17,25/07/2022,,23,3,25/07/2022
68179,,4,25/09/2022,,10,16,25/09/2022
68180,,22,20/07/2022,,3,22,20/07/2022
68181,,13,19/10/2022,,22,24,20/10/2022
68182,,5,30/09/2022,,15,23,30/09/2022
68183,,12,13/01/2022,,18,13,13/01/2022
68184,,11,21/04/2022,,9,20,21/04/2022
68185,,18,30/09/2022,,17,21,01/10/2022
68186,,18,01/07/2022,,17,7,02/07/2022
68187,,18,22/01/2022,,17,22,23/01/2022
68188,,5,15/05/2022,,8,7,16/05/2022
68189,,17,25/12/2022,,22,22,26/12/2022
68190,,14,18/06/2022,,21,20,19/06/2022
68191,,13,19/07/2022,,10,16,19/07/2022
68192,,13,27/10/2022,,18,11,28/10/2022
68193,,22,09/11/2022,,12,8,09/11/2022
68194,,18,29/10/2022,,16,8,30/10/2022
68195,,11,14/09/2022,,13,16,15/09/2022
68196,,15,07/09/2022,,21,24,07/09/2022
68197,,18,16/04/2022,,13,23,16/04/2022
68198,,11,13/07/2022,,21,11,13/07/2022
68199,,11,20/05/2022,,8,18,21/05/2022
68200,,11,25/12/2022,,2,21,26/12/2022
68201,,13,14/04/2022,,22,20,14/04/2022
68202,,13,22/06/2022,,4,13,22/06/2022
68203,,18,07/07/2022,,10,19,07/07/2022
68204,,13,24/08/2022,,17,14,25/08/2022
68205,,12,08/07/2022,,22,7,09/07/2022
68206,,17,25/05/2022,,2,22,26/05/2022
68207,,15,16/02/2022,,20,24,17/02/2022
68208,,20,16/07/2022,,0,19,17/07/2022
68209,,20,11/12/2022,,1,20,12/12/2022
68210,,17,09/02/2022,,21,12,09/02/2022
68211,,14,22/09/2022,,4,11,23/09/2022
68212,,13,07/05/2022,,21,24,07/05/2022
68213,,13,28/07/2022,,1,24,29/07/2022
68214,,18,02/05/2022,,6,23,02/05/2022
68215,,11,22/07/2022,,2,21,22/07/2022
68216,,18,23/06/2022,,17,23,24/06/2022
68217,,15,01/02/2022,,23,23,01/02/2022
68218,,13,20/09/2022,,5,22,20/09/2022
68219,,8,15/09/2022,,3,21,15/09/2022
68220,,22,30/12/2022,,17,10,30/12/2022
68221,,20,20/07/2022,,11,23,21/07/2022
68222,,12,06/08/2022,,23,23,06/08/2022
68223,,20,06/10/2022,,18,15,07/10/2022
68224,,14,25/04/2022,,9,22,25/04/2022
68225,,11,24/02/2022,,1,22,24/02/2022
68226,,11,23/09/2022,,12,21,24/09/2022
68227,,8,17/06/2022,,2,23,18/06/2022
68228,,22,15/08/2022,,12,14,16/08/2022
68229,,13,15/04/2022,,13,14,16/04/2022
68230,,11,22/03/2022,,3,9,23/03/2022
68231,,5,18/04/2022,,7,16,19/04/2022
68232,,20,06/10/2022,,8,14,06/10/2022
68233,,22,04/03/2022,,0,24,04/03/2022
68234,,15,28/08/2022,,9,18,29/08/2022
68235,,14,30/12/2022,,22,19,30/12/2022
68236,,15,06/01/2022,,21,9,07/01/2022
68237,,15,21/06/2022,,22,24,22/06/2022
68238,,15,05/02/2022,,19,21,06/02/2022
68239,,4,12/04/2022,,7,22,13/04/2022
68240,,22,07/02/2022,,21,17,07/02/2022
68241,,18,28/05/2022,,2,23,28/05/2022
68242,,11,31/10/2022,,23,24,31/10/2022
68243,,5,09/07/2022,,0,12,09/07/2022
68244,,18,17/05/2022,,5,13,18/05/2022
68245,,15,23/01/2022,,15,24,24/01/2022
68246,,22,06/05/2022,,7,16,07/05/2022
68247,,14,19/01/2022,,17,23,19/01/2022
68248,,17,28/05/2022,,1,19,28/05/2022
68249,,22,13/07/2022,,20,11,13/07/2022
68250,,14,03/11/2022,,7,20,04/11/2022
68251,,15,24/02/2022,,9,20,25/02/2022
68252,,17,04/10/2022,,11,24,05/10/2022
68253,,11,19/11/2022,,14,19,19/11/2022
68254,,14,19/08/2022,,22,18,20/08/2022
68255,,14,30/04/2022,,0,19,01/05/2022
68256,,8,15/03/2022,,16,18,16/03/2022
68257,,14,13/07/2022,,6,15,14/07/2022
68258,,18,04/05/2022,,12,13,04/05/2022
68259,,18,28/09/2022,,20,13,29/09/2022
68260,,11,18/05/2022,,14,19,19/05/2022
68261,,22,05/02/2022,,6,21,06/02/2022
68262,,17,13/07/2022,,17,12,13/07/2022
68263,,11,10/02/2022,,22,8,11/02/2022
68264,,13,13/06/2022,,12,17,14/06/2022
68265,,20,22/11/2022,,5,9,22/11/2022
68266,,20,03/09/2022,,21,16,04/09/2022
68267,,14,12/06/2022,,15,24,12/06/2022
68268,,15,01/08/2022,,16,16,02/08/2022
68269,,15,27/09/2022,,15,16,27/09/2022
68270,,11,14/04/2022,,4,20,15/04/2022
68271,,18,13/11/2022,,23,21,14/11/2022
68272,,15,24/07/2022,,19,19,25/07/2022
68273,,11,01/04/2022,,16,22,01/04/2022
68274,,8,14/08/2022,,0,23,15/08/2022
68275,,22,10/08/2022,,4,16,11/08/2022
68276,,5,30/12/2022,,16,21,31/12/2022
68277,,15,02/11/2022,,16,24,02/11/2022
68278,,13,23/04/2022,,17,9,23/04/2022
68279,,8,22/09/2022,,8,21,22/09/2022
68280,,18,12/02/2022,,19,21,13/02/2022
68281,,11,30/06/2022,,22,21,30/06/2022
68282,,13,26/08/2022,,21,16,26/08/2022
68283,,12,04/02/2022,,2,11,04/02/2022
68284,,8,31/01/2022,,23,13,01/02/2022
68285,,18,17/07/2022,,15,24,18/07/2022
68286,,22,18/12/2022,,2,10,19/12/2022
68287,,5,06/02/2022,,19,24,07/02/2022
68288,,8,21/09/2022,,2,20,22/09/2022
68289,,13,09/09/2022,,0,23,09/09/2022
68290,,18,05/08/2022,,2,17,06/08/2022
68291,,13,20/10/2022,,8,22,20/10/2022
68292,,4,25/09/2022,,3,22,26/09/2022
68293,,15,14/11/2022,,3,9,15/11/2022
68294,,13,09/09/2022,,6,19,09/09/2022
68295,,14,04/12/2022,,9,24,04/12/2022
68296,,17,10/05/2022,,12,24,10/05/2022
68297,,4,20/08/2022,,7,13,21/08/2022
68298,,13,30/01/2022,,3,20,30/01/2022
68299,,22,30/08/2022,,15,10,31/08/2022
68300,,11,25/10/2022,,5,24,25/10/2022
68301,,20,29/06/2022,,17,19,29/06/2022
68302,,13,23/08/2022,,15,23,24/08/2022
68303,,22,16/10/2022,,23,13,17/10/2022
68304,,13,23/03/2022,,11,7,24/03/2022
68305,,14,25/03/2022,,14,6,26/03/2022
68306,,20,31/10/2022,,10,7,01/11/2022
68307,,14,29/08/2022,,8,7,30/08/2022
68308,,22,12/05/2022,,11,23,12/05/2022
68309,,5,29/07/2022,,4,18,30/07/2022
68310,,13,20/10/2022,,1,24,21/10/2022
68311,,11,29/06/2022,,14,23,29/06/2022
68312,,15,29/04/2022,,16,21,30/04/2022
68313,,12,08/06/2022,,17,17,09/06/2022
68314,,20,27/05/2022,,15,20,28/05/2022
68315,,17,28/05/2022,,13,16,29/05/2022
68316,,20,30/09/2022,,1,23,30/09/2022
68317,,22,26/12/2022,,2,24,27/12/2022
68318,,17,29/06/2022,,8,14,29/06/2022
68319,,22,18/10/2022,,19,21,19/10/2022
68320,,12,06/09/2022,,17,22,06/09/2022
68321,,14,21/12/2022,,7,21,22/12/2022
68322,,14,11/07/2022,,23,24,11/07/2022
68323,,5,30/07/2022,,23,17,31/07/2022
68324,,11,30/04/2022,,4,21,01/05/2022
68325,,4,12/01/2023,,21,18,13/01/2023
68326,,4,06/09/2022,,7,12,07/09/2022
68327,,22,11/01/2022,,6,21,11/01/2022
68328,,20,14/10/2022,,18,15,14/10/2022
68329,,8,03/07/2022,,19,17,04/07/2022
68330,,22,14/06/2022,,23,12,14/06/2022
68331,,13,02/04/2022,,13,17,03/04/2022
68332,,22,18/12/2022,,8,21,18/12/2022
68333,,22,22/05/2022,,1,23,22/05/2022
68334,,22,17/03/2022,,15,19,17/03/2022
68335,,11,04/08/2022,,23,10,05/08/2022
68336,,20,19/10/2022,,20,3,20/10/2022
68337,,18,10/10/2022,,4,13,10/10/2022
68338,,8,20/12/2022,,0,18,21/12/2022
68339,,4,25/11/2022,,0,15,26/11/2022
68340,,20,02/03/2022,,18,16,02/03/2022
68341,,18,12/08/2022,,4,24,12/08/2022
68342,,17,06/12/2022,,10,8,06/12/2022
68343,,5,03/04/2022,,4,24,03/04/2022
68344,,15,04/05/2022,,15,22,05/05/2022
68345,,17,19/02/2022,,0,22,20/02/2022
68346,,4,27/10/2022,,16,19,27/10/2022
68347,,20,28/10/2022,,7,22,28/10/2022
68348,,4,18/11/2022,,14,19,18/11/2022
68349,,22,30/12/2022,,20,12,31/12/2022
68350,,14,23/08/2022,,18,23,24/08/2022
68351,,4,09/07/2022,,14,5,09/07/2022
68352,,15,02/06/2022,,21,24,03/06/2022
68353,,4,03/10/2022,,5,15,03/10/2022
68354,,20,06/12/2022,,13,15,07/12/2022
68355,,12,14/11/2022,,6,13,14/11/2022
68356,,12,12/03/2022,,9,17,12/03/2022
68357,,15,28/10/2022,,4,24,29/10/2022
68358,,15,28/12/2022,,8,22,29/12/2022
68359,,22,05/08/2022,,2,15,05/08/2022
68360,,5,14/01/2022,,4,18,15/01/2022
68361,,12,28/08/2022,,23,12,29/08/2022
68362,,14,06/11/2022,,22,22,06/11/2022
68363,,17,19/05/2022,,1,16,19/05/2022
68364,,8,20/01/2022,,17,24,21/01/2022
68365,,22,05/11/2022,,21,23,05/11/2022
68366,,8,15/03/2022,,18,24,15/03/2022
68367,,20,26/09/2022,,10,19,27/09/2022
68368,,15,02/05/2022,,22,22,03/05/2022
68369,,8,19/08/2022,,14,12,19/08/2022
68370,,14,05/07/2022,,14,13,06/07/2022
68371,,20,03/10/2022,,14,13,03/10/2022
68372,,5,23/12/2022,,21,23,24/12/2022
68373,,20,07/08/2022,,7,23,07/08/2022
68374,,12,21/04/2022,,19,18,22/04/2022
68375,,14,22/02/2022,,6,19,22/02/2022
68376,,17,24/06/2022,,20,4,24/06/2022
68377,,20,23/06/2022,,20,14,23/06/2022
68378,,12,25/08/2022,,18,19,26/08/2022
68379,,4,29/06/2022,,10,15,30/06/2022
68380,,5,02/03/2022,,3,11,02/03/2022
68381,,4,27/11/2022,,19,9,27/11/2022
68382,,5,26/12/2022,,3,21,27/12/2022
68383,,18,11/10/2022,,16,15,12/10/2022
68384,,5,12/01/2022,,22,21,13/01/2022
68385,,13,26/02/2022,,3,20,26/02/2022
68386,,4,07/06/2022,,15,20,08/06/2022
68387,,5,13/02/2022,,2,12,14/02/2022
68388,,11,22/05/2022,,7,9,23/05/2022
68389,,8,23/08/2022,,13,21,23/08/2022
68390,,17,22/01/2022,,10,21,22/01/2022
68391,,12,09/06/2022,,6,4,10/06/2022
68392,,22,21/10/2022,,19,24,21/10/2022
68393,,11,09/04/2022,,21,17,09/04/2022
68394,,4,11/05/2022,,14,23,11/05/2022
68395,,17,18/11/2022,,5,16,18/11/2022
68396,,20,19/09/2022,,3,17,20/09/2022
68397,,12,06/06/2022,,1,24,06/06/2022
68398,,20,22/01/2022,,17,22,22/01/2022
68399,,11,20/11/2022,,2,24,20/11/2022
68400,,11,11/05/2022,,9,13,11/05/2022
68401,,4,13/08/2022,,5,13,14/08/2022
68402,,20,28/11/2022,,12,18,28/11/2022
68403,,14,28/03/2022,,7,22,29/03/2022
68404,,5,15/09/2022,,11,11,15/09/2022
68405,,14,11/01/2022,,6,14,11/01/2022
68406,,13,17/11/2022,,19,5,18/11/2022
68407,,15,14/12/2022,,11,18,14/12/2022
68408,,18,03/01/2022,,20,23,03/01/2022
68409,,13,23/07/2022,,5,23,23/07/2022
68410,,8,11/10/2022,,18,11,12/10/2022
68411,,15,26/10/2022,,3,8,26/10/2022
68412,,4,08/02/2022,,16,19,08/02/2022
68413,,14,14/02/2022,,3,13,15/02/2022
68414,,20,19/05/2022,,1,18,19/05/2022
68415,,8,01/11/2022,,12,21,02/11/2022
68416,,22,13/01/2022,,22,23,13/01/2022
68417,,18,20/03/2022,,21,12,20/03/2022
68418,,11,11/12/2022,,14,21,12/12/2022
68419,,12,29/11/2022,,20,20,30/11/2022
68420,,4,13/09/2022,,0,24,14/09/2022
68421,,17,11/07/2022,,9,24,11/07/2022
68422,,18,25/12/2022,,10,24,26/12/2022
68423,,17,09/05/2022,,9,10,10/05/2022
68424,,14,01/02/2022,,5,18,01/02/2022
68425,,4,02/11/2022,,3,17,02/11/2022
68426,,18,04/03/2022,,7,13,04/03/2022
68427,,17,23/05/2022,,7,23,24/05/2022
68428,,11,28/08/2022,,6,15,28/08/2022
68429,,22,27/09/2022,,0,15,28/09/2022
68430,,13,24/11/2022,,16,22,24/11/2022
68431,,13,29/12/2022,,16,20,30/12/2022
68432,,5,19/05/2022,,14,15,19/05/2022
68433,,5,05/03/2022,,11,9,06/03/2022
68434,,13,16/02/2022,,19,20,16/02/2022
68435,,17,22/07/2022,,8,24,22/07/2022
68436,,8,03/02/2022,,2,22,04/02/2022
68437,,11,03/11/2022,,18,17,03/11/2022
68438,,13,20/01/2022,,12,16,21/01/2022
68439,,5,12/01/2022,,14,23,12/01/2022
68440,,17,21/09/2022,,10,19,22/09/2022
68441,,13,29/09/2022,,1,22,30/09/2022
68442,,13,20/10/2022,,15,18,21/10/2022
68443,,18,27/04/2022,,12,18,28/04/2022
68444,,14,18/11/2022,,1,14,18/11/2022
68445,,18,06/12/2022,,20,23,06/12/2022
68446,,17,13/08/2022,,3,21,13/08/2022
68447,,22,18/08/2022,,17,16,19/08/2022
68448,,4,02/08/2022,,21,23,02/08/2022
68449,,5,20/12/2022,,17,18,20/12/2022
68450,,5,29/03/2022,,15,24,30/03/2022
68451,,8,28/07/2022,,2,21,28/07/2022
68452,,20,11/06/2022,,7,12,12/06/2022
68453,,5,06/05/2022,,9,16,07/05/2022
68454,,14,03/12/2022,,19,21,04/12/2022
68455,,20,19/03/2022,,9,17,19/03/2022
68456,,18,25/07/2022,,15,23,25/07/2022
68457,,13,16/06/2022,,13,23,17/06/2022
68458,,12,03/11/2022,,6,17,03/11/2022
68459,,22,10/04/2022,,15,22,11/04/2022
68460,,17,14/12/2022,,12,20,14/12/2022
68461,,13,12/07/2022,,17,15,13/07/2022
68462,,20,05/03/2022,,1,8,05/03/2022
68463,,22,29/12/2022,,13,10,30/12/2022
68464,,13,31/01/2022,,8,24,01/02/2022
68465,,12,23/12/2022,,3,24,23/12/2022
68466,,13,11/09/2022,,5,1,11/09/2022
68467,,5,25/09/2022,,13,24,26/09/2022
68468,,15,01/04/2022,,9,22,02/04/2022
68469,,8,17/12/2022,,11,18,18/12/2022
68470,,5,21/03/2022,,6,18,21/03/2022
68471,,5,20/04/2022,,20,18,21/04/2022
68472,,14,12/07/2022,,15,19,12/07/2022
68473,,15,04/04/2022,,19,21,04/04/2022
68474,,22,14/10/2022,,7,22,15/10/2022
68475,,11,12/10/2022,,2,14,13/10/2022
68476,,17,08/09/2022,,3,23,09/09/2022
68477,,17,03/07/2022,,2,14,03/07/2022
68478,,17,19/11/2022,,13,22,20/11/2022
68479,,4,27/01/2022,,0,10,27/01/2022
68480,,20,12/10/2022,,12,1,13/10/2022
68481,,15,29/10/2022,,5,19,29/10/2022
68482,,5,13/04/2022,,23,20,14/04/2022
68483,,4,24/03/2022,,19,24,24/03/2022
68484,,8,29/10/2022,,11,23,29/10/2022
68485,,4,18/03/2022,,18,20,19/03/2022
68486,,11,30/01/2022,,9,18,30/01/2022
68487,,8,11/02/2022,,18,24,11/02/2022
68488,,13,13/05/2022,,11,23,14/05/2022
68489,,4,11/01/2022,,0,9,11/01/2022
68490,,4,04/10/2022,,11,4,05/10/2022
68491,,8,26/10/2022,,9,17,27/10/2022
68492,,11,14/06/2022,,1,19,14/06/2022
68493,,13,03/04/2022,,8,20,03/04/2022
68494,,17,15/05/2022,,7,23,16/05/2022
68495,,13,19/11/2022,,3,22,20/11/2022
68496,,15,15/02/2022,,6,24,15/02/2022
68497,,4,13/12/2022,,10,19,13/12/2022
68498,,22,02/09/2022,,4,10,03/09/2022
68499,,22,20/02/2022,,9,14,21/02/2022
68500,,11,22/08/2022,,12,23,23/08/2022
68501,,11,01/07/2022,,21,10,01/07/2022
68502,,5,06/11/2022,,10,20,06/11/2022
68503,,12,30/11/2022,,7,12,30/11/2022
68504,,20,19/03/2022,,11,24,19/03/2022
68505,,20,05/08/2022,,11,18,06/08/2022
68506,,4,26/05/2022,,10,17,26/05/2022
68507,,20,13/04/2022,,21,12,14/04/2022
68508,,8,16/04/2022,,11,23,17/04/2022
68509,,22,12/07/2022,,16,23,12/07/2022
68510,,20,24/06/2022,,14,12,24/06/2022
68511,,14,11/02/2022,,7,8,11/02/2022
68512,,20,09/03/2022,,22,21,10/03/2022
68513,,4,25/07/2022,,8,18,25/07/2022
68514,,20,30/07/2022,,12,20,31/07/2022
68515,,15,16/09/2022,,16,19,17/09/2022
68516,,20,25/10/2022,,20,18,26/10/2022
68517,,8,23/03/2022,,16,22,23/03/2022
68518,,22,04/01/2022,,6,24,05/01/2022
68519,,4,07/04/2022,,21,17,08/04/2022
68520,,17,19/06/2022,,11,12,20/06/2022
68521,,13,27/11/2022,,1,24,28/11/2022
68522,,13,12/07/2022,,19,23,12/07/2022
68523,,18,02/01/2023,,17,15,03/01/2023
68524,,4,18/12/2022,,11,23,18/12/2022
68525,,5,27/08/2022,,6,7,27/08/2022
68526,,11,11/01/2022,,13,22,11/01/2022
68527,,11,28/06/2022,,16,15,29/06/2022
68528,,4,21/02/2022,,7,9,21/02/2022
68529,,11,27/02/2022,,16,19,28/02/2022
68530,,20,02/06/2022,,19,12,03/06/2022
68531,,4,19/02/2022,,9,18,19/02/2022
68532,,22,20/09/2022,,5,9,21/09/2022
68533,,18,16/12/2022,,19,23,17/12/2022
68534,,4,03/11/2022,,7,1,03/11/2022
68535,,15,17/06/2022,,12,20,18/06/2022
68536,,13,01/11/2022,,11,23,01/11/2022
68537,,13,15/10/2022,,20,19,15/10/2022
68538,,17,20/08/2022,,18,20,20/08/2022
68539,,8,22/05/2022,,0,17,23/05/2022
68540,,8,15/03/2022,,10,23,16/03/2022
68541,,11,11/10/2022,,16,17,11/10/2022
68542,,11,07/11/2022,,20,22,08/11/2022
68543,,5,13/05/2022,,11,22,14/05/2022
68544,,14,30/04/2022,,7,24,30/04/2022
68545,,4,09/08/2022,,2,1,10/08/2022
68546,,13,18/06/2022,,12,11,18/06/2022
68547,,13,23/07/2022,,15,23,23/07/2022
68548,,14,15/11/2022,,23,19,15/11/2022
68549,,12,28/07/2022,,11,23,29/07/2022
68550,,11,05/06/2022,,19,24,06/06/2022
68551,,12,02/11/2022,,20,19,03/11/2022
68552,,4,20/12/2022,,9,23,21/12/2022
68553,,22,28/09/2022,,2,11,29/09/2022
68554,,22,05/08/2022,,23,24,05/08/2022
68555,,18,23/01/2022,,10,18,23/01/2022
68556,,15,14/04/2022,,7,13,14/04/2022
68557,,13,15/06/2022,,12,23,15/06/2022
68558,,4,23/09/2022,,10,19,24/09/2022
68559,,4,11/10/2022,,3,8,11/10/2022
68560,,17,05/11/2022,,13,22,05/11/2022
68561,,15,20/04/2022,,8,15,20/04/2022
68562,,22,17/04/2022,,17,13,18/04/2022
68563,,20,26/01/2022,,12,24,27/01/2022
68564,,13,14/06/2022,,5,22,14/06/2022
68565,,12,04/02/2022,,8,22,05/02/2022
68566,,22,11/11/2022,,1,23,12/11/2022
68567,,17,11/02/2022,,17,22,11/02/2022
68568,,17,22/01/2022,,14,22,22/01/2022
68569,,11,15/02/2022,,8,16,16/02/2022
68570,,4,31/10/2022,,7,17,01/11/2022
68571,,13,06/08/2022,,20,8,06/08/2022
68572,,20,13/07/2022,,18,11,13/07/2022
68573,,18,22/11/2022,,21,24,22/11/2022
68574,,11,05/04/2022,,8,17,05/04/2022
68575,,5,16/09/2022,,6,21,16/09/2022
68576,,4,23/02/2022,,13,20,23/02/2022
68577,,8,21/10/2022,,7,24,21/10/2022
68578,,20,12/10/2022,,1,15,13/10/2022
68579,,17,26/12/2022,,9,17,27/12/2022
68580,,5,14/02/2022,,22,10,15/02/2022
68581,,11,18/10/2022,,21,21,19/10/2022
68582,,14,01/08/2022,,19,17,01/08/2022
68583,,15,05/01/2023,,22,23,06/01/2023
68584,,13,27/07/2022,,3,24,28/07/2022
68585,,5,10/02/2022,,5,21,11/02/2022
68586,,8,12/06/2022,,18,12,13/06/2022
68587,,5,03/01/2023,,20,24,03/01/2023
68588,,22,06/02/2022,,6,21,06/02/2022
68589,,4,05/01/2022,,21,18,06/01/2022
68590,,12,05/04/2022,,5,24,06/04/2022
68591,,13,24/03/2022,,2,18,25/03/2022
68592,,11,26/01/2022,,17,21,26/01/2022
68593,,14,20/04/2022,,11,16,20/04/2022
68594,,15,20/07/2022,,13,4,20/07/2022
68595,,8,15/06/2022,,8,24,15/06/2022
68596,,11,20/10/2022,,11,21,21/10/2022
68597,,18,27/08/2022,,7,22,28/08/2022
68598,,17,05/08/2022,,17,14,06/08/2022
68599,,8,28/02/2022,,6,24,01/03/2022
68600,,8,25/08/2022,,8,14,26/08/2022
68601,,11,27/03/2022,,14,11,28/03/2022
68602,,15,02/06/2022,,0,20,02/06/2022
68603,,12,13/06/2022,,15,22,14/06/2022
68604,,14,01/11/2022,,11,12,01/11/2022
68605,,13,14/12/2022,,1,12,14/12/2022
68606,,15,28/11/2022,,8,10,28/11/2022
68607,,15,21/03/2022,,15,22,21/03/2022
68608,,8,22/06/2022,,12,20,23/06/2022
68609,,8,03/05/2022,,23,22,03/05/2022
68610,,12,02/12/2022,,16,24,03/12/2022
68611,,13,12/11/2022,,16,16,12/11/2022
68612,,17,14/03/2022,,1,23,14/03/2022
68613,,12,17/08/2022,,11,21,18/08/2022
68614,,12,28/12/2022,,11,23,29/12/2022
68615,,18,06/02/2022,,14,10,07/02/2022
68616,,17,04/06/2022,,22,23,04/06/2022
68617,,11,20/01/2022,,1,19,20/01/2022
68618,,13,27/05/2022,,23,11,28/05/2022
68619,,4,04/07/2022,,23,19,04/07/2022
68620,,4,20/07/2022,,14,24,21/07/2022
68621,,13,23/07/2022,,18,23,24/07/2022
68622,,22,12/06/2022,,15,24,13/06/2022
68623,,20,17/02/2022,,11,23,18/02/2022
68624,,4,18/04/2022,,18,19,18/04/2022
68625,,14,21/05/2022,,7,17,21/05/2022
68626,,12,14/04/2022,,13,9,15/04/2022
68627,,14,22/05/2022,,13,6,22/05/2022
68628,,18,31/03/2022,,14,9,31/03/2022
68629,,14,08/02/2022,,9,24,09/02/2022
68630,,12,16/11/2022,,23,10,16/11/2022
68631,,4,10/10/2022,,12,11,10/10/2022
68632,,17,09/06/2022,,21,20,10/06/2022
68633,,12,02/09/2022,,5,20,03/09/2022
68634,,11,15/09/2022,,1,22,16/09/2022
68635,,15,25/03/2022,,8,20,26/03/2022
68636,,20,04/01/2023,,16,23,04/01/2023
68637,,12,15/02/2022,,2,21,16/02/2022
68638,,8,30/09/2022,,3,22,30/09/2022
68639,,13,04/01/2023,,10,23,04/01/2023
68640,,11,16/08/2022,,8,22,16/08/2022
68641,,5,19/03/2022,,18,23,19/03/2022
68642,,20,10/10/2022,,11,18,11/10/2022
68643,,17,19/07/2022,,14,21,19/07/2022
68644,,13,26/03/2022,,20,22,27/03/2022
68645,,14,02/02/2022,,15,24,02/02/2022
68646,,20,31/08/2022,,11,24,31/08/2022
68647,,8,23/06/2022,,2,12,23/06/2022
68648,,14,15/02/2022,,23,20,15/02/2022
68649,,22,12/09/2022,,23,21,12/09/2022
68650,,22,17/03/2022,,5,23,18/03/2022
68651,,5,24/07/2022,,13,17,25/07/2022
68652,,22,17/05/2022,,0,24,18/05/2022
68653,,8,14/05/2022,,9,16,15/05/2022
68654,,12,27/12/2022,,5,17,28/12/2022
68655,,15,31/08/2022,,21,23,01/09/2022
68656,,17,25/01/2022,,21,24,26/01/2022
68657,,17,11/11/2022,,9,22,11/11/2022
68658,,4,10/08/2022,,19,17,10/08/2022
68659,,14,29/09/2022,,1,24,30/09/2022
68660,,15,24/03/2022,,16,20,25/03/2022
68661,,14,11/06/2022,,13,23,11/06/2022
68662,,12,26/03/2022,,7,17,27/03/2022
68663,,22,14/10/2022,,10,21,14/10/2022
68664,,12,22/10/2022,,8,11,23/10/2022
68665,,5,25/11/2022,,19,24,25/11/2022
68666,,8,23/11/2022,,3,7,24/11/2022
68667,,5,13/12/2022,,11,20,13/12/2022
68668,,13,21/03/2022,,2,11,21/03/2022
68669,,20,29/12/2022,,4,13,29/12/2022
68670,,20,25/01/2022,,17,21,26/01/2022
68671,,5,20/05/2022,,3,24,21/05/2022
68672,,4,01/06/2022,,18,22,02/06/2022
68673,,13,05/08/2022,,21,12,06/08/2022
68674,,20,20/09/2022,,3,18,21/09/2022
68675,,4,27/07/2022,,14,21,28/07/2022
68676,,5,08/01/2022,,3,16,09/01/2022
68677,,17,15/08/2022,,2,10,16/08/2022
68678,,4,28/08/2022,,10,16,29/08/2022
68679,,11,21/12/2022,,8,5,22/12/2022
68680,,18,06/12/2022,,6,24,06/12/2022
68681,,8,10/12/2022,,20,22,11/12/2022
68682,,17,10/09/2022,,11,24,11/09/2022
68683,,15,01/03/2022,,21,17,01/03/2022
68684,,22,17/06/2022,,7,21,18/06/2022
68685,,20,25/04/2022,,11,17,26/04/2022
68686,,5,14/02/2022,,15,17,15/02/2022
68687,,4,20/02/2022,,11,23,21/02/2022
68688,,11,22/08/2022,,11,22,22/08/2022
68689,,18,19/12/2022,,11,6,19/12/2022
68690,,8,14/12/2022,,8,19,15/12/2022
68691,,22,16/09/2022,,19,24,16/09/2022
68692,,17,27/04/2022,,19,18,28/04/2022
68693,,13,27/07/2022,,18,24,28/07/2022
68694,,15,21/01/2022,,13,24,22/01/2022
68695,,14,12/07/2022,,12,10,13/07/2022
68696,,11,10/05/2022,,21,24,10/05/2022
68697,,14,25/12/2022,,2,9,25/12/2022
68698,,17,21/07/2022,,3,12,21/07/2022
68699,,8,02/05/2022,,16,18,02/05/2022
68700,,18,21/03/2022,,16,21,22/03/2022
68701,,22,06/07/2022,,2,22,06/07/2022
68702,,12,21/09/2022,,16,4,22/09/2022
68703,,17,26/10/2022,,4,17,26/10/2022
68704,,18,21/06/2022,,23,22,21/06/2022
68705,,5,23/01/2022,,9,8,24/01/2022
68706,,4,15/07/2022,,3,20,16/07/2022
68707,,13,31/01/2022,,4,20,01/02/2022
68708,,8,23/09/2022,,19,23,24/09/2022
68709,,11,27/10/2022,,4,24,28/10/2022
68710,,20,28/09/2022,,10,19,28/09/2022
68711,,5,28/07/2022,,20,8,29/07/2022
68712,,8,29/01/2022,,7,22,30/01/2022
68713,,13,13/02/2022,,4,24,13/02/2022
68714,,20,21/08/2022,,13,21,22/08/2022
68715,,12,21/05/2022,,1,24,22/05/2022
