NUMRESERVA,IDESTADIA,IDSERVICIO,IDHORARIO,IDCONSUMO,IDCONVENCION,CAPACIDAD
172728,63576,20,172758,,,4
172729,63577,17,172759,,,4
172730,63578,12,172760,,,2
172731,63579,13,172761,,,2
172732,63580,11,172762,,,4
172733,63581,17,172763,,,3
172734,63582,5,172764,,,1
172735,63583,11,172765,,,1
172736,63584,17,172766,,,2
172737,63585,8,172767,,,3
172738,63586,22,172768,,,3
172739,63587,20,172769,,,4
172740,63588,22,172770,,,2
172741,63589,13,172771,,,2
172742,63590,22,172772,,,1
172743,63591,5,172773,,,2
172744,63592,18,172774,,,4
172745,63593,18,172775,,,3
172746,63594,15,172776,,,4
172747,63595,4,172777,,,2
172748,63596,4,172778,,,3
172749,63597,4,172779,,,2
172750,63598,18,172780,,,3
172751,63599,8,172781,,,2
172752,63600,15,172782,,,1
172753,63601,14,172783,,,1
172754,63602,8,172784,,,4
172755,63603,11,172785,,,3
172756,63604,11,172786,,,2
172757,63605,22,172787,,,3
172758,63606,17,172788,15,,3
172759,63607,13,172789,14,,2
172760,63608,11,172790,,,2
172761,63609,4,172791,,,3
172762,63610,12,172792,,,1
172763,63611,8,172793,,,3
172764,63612,22,172794,,,1
172765,63613,18,172795,,,2
172766,63614,5,172796,,,3
172767,63615,14,172797,,,1
172768,63616,11,172798,,,4
172769,63617,14,172799,,,2
172770,63618,11,172800,,,2
172771,63619,6,172801,,,4
172772,63620,17,172802,,,1
172773,63621,13,172803,,,4
172774,63622,17,172804,,,4
172775,63623,6,172805,,,3
172776,63624,4,172806,,,3
172777,63625,4,172807,,,3
172778,63626,11,172808,,,2
172779,63627,22,172809,,,1
172780,63628,14,172810,,,4
172781,63629,4,172811,,,1
172782,63630,20,172812,,,3
172783,63631,15,172813,,,2
172784,63632,17,172814,,,1
172785,63633,14,172815,,,4
172786,63634,22,172816,,,1
172787,63635,11,172817,,,4
172788,63636,15,172818,,,2
172789,63637,18,172819,14,,3
172790,63638,17,172820,,,3
172791,63639,18,172821,14,,2
172792,63640,5,172822,,,3
172793,63641,13,172823,,,4
172794,63642,22,172824,,,1
172795,63643,5,172825,,,4
172796,63644,22,172826,,,4
172797,63645,20,172827,,,4
172798,63646,12,172828,,,4
172799,63647,15,172829,,,2
172800,63648,4,172830,,,3
172801,63649,5,172831,,,2
172802,63650,6,172832,15,,2
172803,63651,18,172833,,,3
172804,63652,8,172834,,,3
172805,63653,13,172835,14,,1
172806,63654,12,172836,,,1
172807,63655,15,172837,,,4
172808,63656,11,172838,,,2
172809,63657,5,172839,,,1
172810,63658,5,172840,,,3
172811,63659,17,172841,,,3
172812,63660,20,172842,,,2
172813,63661,11,172843,,,4
172814,63662,4,172844,,,1
172815,63663,20,172845,,,2
172816,63664,12,172846,,,2
172817,63665,8,172847,,,3
172818,63666,13,172848,,,2
172819,63667,18,172849,,,1
172820,63668,18,172850,14,,2
172821,63669,12,172851,16,,4
172822,63670,4,172852,,,1
172823,63671,12,172853,,,2
172824,63672,22,172854,14,,3
172825,63673,17,172855,,,3
172826,63674,18,172856,,,1
172827,63675,20,172857,,,1
172828,63676,20,172858,,,4
172829,63677,18,172859,,,2
172830,63678,20,172860,,,3
172831,63679,15,172861,,,1
172832,63680,15,172862,,,1
172833,63681,12,172863,,,2
172834,63682,5,172864,,,2
172835,63683,22,172865,,,2
172836,63684,14,172866,,,2
172837,63685,8,172867,,,4
172838,63686,13,172868,,,4
172839,63687,20,172869,,,2
172840,63688,13,172870,,,1
172841,63689,4,172871,,,4
172842,63690,12,172872,,,1
172843,63691,17,172873,,,2
172844,63692,6,172874,,,4
172845,63693,6,172875,,,2
172846,63694,4,172876,,,3
172847,63695,8,172877,,,4
172848,63696,12,172878,,,1
172849,63697,4,172879,,,3
172850,63698,4,172880,15,,1
172851,63699,12,172881,,,4
172852,63700,8,172882,16,,1
172853,63701,12,172883,15,,1
172854,63702,11,172884,,,2
172855,63703,17,172885,,,1
172856,63704,13,172886,,,2
172857,63705,17,172887,,,4
172858,63706,22,172888,,,2
172859,63707,17,172889,16,,1
172860,63708,8,172890,,,2
172861,63709,5,172891,,,2
172862,63710,6,172892,,,2
172863,63711,15,172893,,,4
172864,63712,12,172894,,,3
172865,63713,18,172895,,,2
172866,63714,5,172896,,,2
172867,63715,22,172897,,,1
172868,63716,15,172898,,,2
172869,63717,12,172899,16,,1
172870,63718,14,172900,,,3
172871,63719,20,172901,,,1
172872,63720,22,172902,,,1
172873,63721,5,172903,,,1
172874,63722,11,172904,,,1
172875,63723,18,172905,16,,4
172876,63724,15,172906,,,2
172877,63725,20,172907,,,1
172878,63726,11,172908,,,1
172879,63727,18,172909,,,1
172880,63728,14,172910,,,4
172881,63729,15,172911,,,3
172882,63730,17,172912,,,4
172883,63731,12,172913,,,4
172884,63732,5,172914,,,1
172885,63733,20,172915,,,4
172886,63734,8,172916,,,3
172887,63735,22,172917,,,1
172888,63736,4,172918,,,2
172889,63737,17,172919,,,1
172890,63738,14,172920,,,4
172891,63739,14,172921,,,3
172892,63740,12,172922,,,1
172893,63741,17,172923,,,4
172894,63742,11,172924,,,4
172895,63743,8,172925,,,4
172896,63744,12,172926,,,3
172897,63745,5,172927,,,1
172898,63746,8,172928,,,3
172899,63747,18,172929,16,,3
172900,63748,17,172930,,,4
172901,63749,22,172931,,,4
172902,63750,8,172932,,,4
172903,63751,15,172933,,,3
172904,63752,13,172934,,,2
172905,63753,6,172935,,,3
172906,63754,20,172936,,,1
172907,63755,14,172937,14,,1
172908,63756,22,172938,,,1
172909,63757,15,172939,,,2
172910,63758,11,172940,,,1
172911,63759,20,172941,,,4
172912,63760,22,172942,,,1
172913,63761,15,172943,,,2
172914,63762,6,172944,,,4
172915,63763,20,172945,,,1
172916,63764,6,172946,,,3
172917,63765,13,172947,,,4
172918,63766,18,172948,,,1
172919,63767,13,172949,,,1
172920,63768,22,172950,,,2
172921,63769,5,172951,,,4
172922,63770,13,172952,,,4
172923,63771,18,172953,,,3
172924,63772,6,172954,,,3
172925,63773,5,172955,16,,1
172926,63774,12,172956,,,3
172927,63775,18,172957,,,1
172928,63776,13,172958,,,4
172929,63777,17,172959,,,3
172930,63778,14,172960,,,2
172931,63779,14,172961,,,1
172932,63780,6,172962,,,4
172933,63781,8,172963,,,1
172934,63782,13,172964,,,3
172935,63783,13,172965,,,3
172936,63784,18,172966,,,4
172937,63785,13,172967,,,3
172938,63786,4,172968,,,3
172939,63787,13,172969,,,1
172940,63788,15,172970,,,1
172941,63789,20,172971,,,1
172942,63790,6,172972,,,2
172943,63791,5,172973,,,3
172944,63792,4,172974,,,1
172945,63793,20,172975,,,2
172946,63794,11,172976,,,4
172947,63795,5,172977,,,1
172948,63796,22,172978,,,2
172949,63797,15,172979,,,4
172950,63798,22,172980,16,,1
172951,63799,13,172981,,,4
172952,63800,12,172982,,,2
172953,63801,12,172983,,,2
172954,63802,6,172984,,,4
172955,63803,20,172985,15,,3
172956,63804,18,172986,,,3
172957,63805,14,172987,,,2
172958,63806,20,172988,,,4
172959,63807,8,172989,,,4
172960,63808,4,172990,,,2
172961,63809,15,172991,,,1
172962,63810,6,172992,,,4
172963,63811,6,172993,,,3
172964,63812,20,172994,,,1
172965,63813,20,172995,,,4
172966,63814,22,172996,,,2
172967,63815,11,172997,,,4
172968,63816,18,172998,,,1
172969,63817,22,172999,,,3
172970,63818,12,173000,,,4
172971,63819,18,173001,,,3
172972,63820,12,173002,14,,4
172973,63821,11,173003,,,4
172974,63822,8,173004,,,2
172975,63823,11,173005,,,2
172976,63824,5,173006,,,3
172977,63825,5,173007,,,4
172978,63826,8,173008,,,2
172979,63827,20,173009,,,2
172980,63828,6,173010,,,3
172981,63829,5,173011,,,2
172982,63830,17,173012,,,3
172983,63831,17,173013,,,1
172984,63832,20,173014,,,3
172985,63833,11,173015,,,3
172986,63834,4,173016,,,3
172987,63835,4,173017,,,4
172988,63836,11,173018,,,2
172989,63837,18,173019,,,1
172990,63838,18,173020,15,,3
172991,63839,8,173021,,,4
172992,63840,14,173022,14,,1
172993,63841,22,173023,,,1
172994,63842,5,173024,,,2
172995,63843,4,173025,14,,4
172996,63844,11,173026,,,2
172997,63845,8,173027,,,2
172998,63846,6,173028,,,4
172999,63847,6,173029,,,2
173000,63848,11,173030,,,4
173001,63849,15,173031,,,4
173002,63850,18,173032,,,1
173003,63851,13,173033,,,3
173004,63852,13,173034,,,1
173005,63853,20,173035,,,3
173006,63854,4,173036,,,4
173007,63855,5,173037,,,1
173008,63856,18,173038,16,,4
173009,63857,20,173039,,,4
173010,63858,17,173040,,,4
173011,63859,8,173041,,,3
173012,63860,8,173042,,,3
173013,63861,17,173043,,,4
173014,63862,22,173044,,,2
173015,63863,14,173045,,,1
173016,63864,8,173046,,,2
173017,63865,8,173047,,,4
173018,63866,11,173048,,,2
173019,63867,5,173049,,,1
173020,63868,6,173050,,,2
173021,63869,17,173051,,,2
173022,63870,5,173052,,,1
173023,63871,4,173053,,,4
173024,63872,17,173054,,,1
173025,63873,20,173055,,,3
173026,63874,17,173056,,,1
173027,63875,13,173057,,,2
173028,63876,6,173058,,,1
173029,63877,4,173059,,,4
173030,63878,8,173060,,,4
173031,63879,8,173061,,,2
173032,63880,11,173062,,,1
173033,63881,8,173063,,,3
173034,63882,12,173064,,,3
173035,63883,12,173065,,,2
173036,63884,5,173066,,,1
173037,63885,12,173067,,,3
173038,63886,17,173068,,,2
173039,63887,4,173069,,,4
173040,63888,11,173070,15,,2
173041,63889,6,173071,,,3
173042,63890,14,173072,14,,2
173043,63891,8,173073,,,3
173044,63892,6,173074,,,4
173045,63893,22,173075,,,2
173046,63894,22,173076,,,3
173047,63895,18,173077,,,4
173048,63896,11,173078,,,2
173049,63897,20,173079,,,4
173050,63898,15,173080,,,4
173051,63899,4,173081,,,3
173052,63900,17,173082,,,4
173053,63901,20,173083,,,4
173054,63902,15,173084,,,4
173055,63903,8,173085,,,1
173056,63904,12,173086,,,4
173057,63905,17,173087,,,3
173058,63906,12,173088,,,1
173059,63907,15,173089,,,2
173060,63908,13,173090,,,1
173061,63909,6,173091,,,4
173062,63910,15,173092,,,2
173063,63911,20,173093,,,1
173064,63912,12,173094,,,2
173065,63913,8,173095,,,1
173066,63914,20,173096,,,4
173067,63915,5,173097,,,4
173068,63916,8,173098,,,2
173069,63917,22,173099,,,3
173070,63918,11,173100,,,1
173071,63919,11,173101,,,2
173072,63920,4,173102,,,1
173073,63921,4,173103,,,1
173074,63922,15,173104,,,3
173075,63923,20,173105,16,,3
173076,63924,14,173106,,,2
173077,63925,6,173107,,,2
173078,63926,18,173108,,,3
173079,63927,22,173109,,,1
173080,63928,14,173110,,,2
173081,63929,18,173111,,,4
173082,63930,18,173112,15,,1
173083,63931,11,173113,,,4
173084,63932,8,173114,,,2
173085,63933,20,173115,16,,1
173086,63934,15,173116,,,1
173087,63935,14,173117,,,2
173088,63936,18,173118,,,4
173089,63937,8,173119,14,,3
173090,63938,8,173120,,,2
173091,63939,20,173121,,,2
173092,63940,15,173122,,,3
173093,63941,11,173123,,,4
173094,63942,15,173124,,,4
173095,63943,6,173125,,,4
173096,63944,11,173126,,,3
173097,63945,12,173127,,,3
173098,63946,6,173128,,,3
173099,63947,6,173129,,,4
173100,63948,8,173130,,,4
173101,63949,14,173131,15,,3
173102,63950,14,173132,16,,1
173103,63951,5,173133,,,3
173104,63952,13,173134,,,3
173105,63953,5,173135,,,4
173106,63954,4,173136,,,4
173107,63955,11,173137,,,4
173108,63956,20,173138,14,,3
173109,63957,6,173139,14,,3
173110,63958,20,173140,,,3
173111,63959,17,173141,,,2
173112,63960,11,173142,,,1
173113,63961,12,173143,,,1
173114,63962,17,173144,,,4
173115,63963,18,173145,,,1
173116,63964,11,173146,,,1
173117,63965,13,173147,,,4
173118,63966,12,173148,,,1
173119,63967,12,173149,,,2
173120,63968,20,173150,,,4
173121,63969,14,173151,,,3
173122,63970,12,173152,,,4
173123,63971,8,173153,,,2
173124,63972,15,173154,,,1
173125,63973,22,173155,,,3
173126,63974,5,173156,,,4
173127,63975,15,173157,15,,4
173128,63976,11,173158,,,3
173129,63977,15,173159,,,3
173130,63978,8,173160,,,2
173131,63979,4,173161,,,2
173132,63980,6,173162,,,1
173133,63981,6,173163,,,1
173134,63982,18,173164,,,3
173135,63983,5,173165,,,1
173136,63984,8,173166,,,2
173137,63985,11,173167,,,4
173138,63986,12,173168,,,1
173139,63987,5,173169,,,4
173140,63988,13,173170,,,2
173141,63989,15,173171,,,1
173142,63990,12,173172,,,1
173143,63991,5,173173,,,1
173144,63992,4,173174,,,4
173145,63993,13,173175,,,1
173146,63994,18,173176,,,4
173147,63995,17,173177,,,3
173148,63996,13,173178,,,2
173149,63997,13,173179,,,2
173150,63998,12,173180,,,4
173151,63999,12,173181,,,4
173152,64000,15,173182,,,2
173153,64001,20,173183,,,2
173154,64002,5,173184,,,2
173155,64003,8,173185,,,4
173156,64004,13,173186,,,3
173157,64005,22,173187,14,,3
173158,64006,17,173188,15,,4
173159,64007,12,173189,,,2
173160,64008,15,173190,,,4
173161,64009,5,173191,,,1
173162,64010,5,173192,,,1
173163,64011,20,173193,,,2
173164,64012,17,173194,,,1
173165,64013,13,173195,,,2
173166,64014,11,173196,,,4
173167,64015,6,173197,,,3
173168,64016,18,173198,,,1
173169,64017,11,173199,16,,2
173170,64018,4,173200,,,3
173171,64019,18,173201,,,2
173172,64020,4,173202,,,4
173173,64021,15,173203,,,4
173174,64022,14,173204,,,1
173175,64023,18,173205,,,1
173176,64024,18,173206,,,3
173177,64025,4,173207,,,1
173178,64026,4,173208,,,1
173179,64027,8,173209,,,2
173180,64028,6,173210,15,,3
173181,64029,12,173211,,,4
173182,64030,5,173212,,,2
173183,64031,13,173213,16,,1
173184,64032,15,173214,,,2
173185,64033,12,173215,,,1
173186,64034,14,173216,,,1
173187,64035,22,173217,,,4
173188,64036,4,173218,,,3
173189,64037,8,173219,,,2
173190,64038,22,173220,,,1
173191,64039,5,173221,,,4
173192,64040,8,173222,,,3
173193,64041,14,173223,,,1
173194,64042,6,173224,,,1
173195,64043,20,173225,,,1
173196,64044,20,173226,,,4
173197,64045,14,173227,,,3
173198,64046,20,173228,,,2
173199,64047,15,173229,,,3
173200,64048,11,173230,,,1
173201,64049,18,173231,,,1
173202,64050,4,173232,,,4
173203,64051,22,173233,,,2
173204,64052,6,173234,,,3
173205,64053,22,173235,,,3
173206,64054,15,173236,,,4
173207,64055,5,173237,,,3
173208,64056,20,173238,14,,4
173209,64057,5,173239,,,3
173210,64058,6,173240,,,4
173211,64059,22,173241,,,4
173212,64060,22,173242,,,2
173213,64061,5,173243,,,3
173214,64062,22,173244,,,2
173215,64063,11,173245,,,1
173216,64064,8,173246,,,3
173217,64065,13,173247,,,2
173218,64066,6,173248,,,1
173219,64067,20,173249,16,,2
173220,64068,18,173250,,,4
173221,64069,17,173251,,,2
173222,64070,18,173252,,,2
173223,64071,12,173253,,,2
173224,64072,5,173254,,,1
173225,64073,12,173255,,,4
173226,64074,13,173256,,,2
173227,64075,5,173257,,,2
173228,64076,4,173258,,,1
173229,64077,20,173259,,,1
173230,64078,12,173260,14,,1
173231,64079,22,173261,,,3
173232,64080,6,173262,,,1
173233,64081,14,173263,,,2
173234,64082,17,173264,,,4
173235,64083,22,173265,,,4
173236,64084,6,173266,,,2
173237,64085,14,173267,,,1
173238,64086,8,173268,15,,1
173239,64087,4,173269,,,2
173240,64088,8,173270,,,4
173241,64089,12,173271,,,1
173242,64090,13,173272,,,3
173243,64091,18,173273,,,2
173244,64092,20,173274,,,2
173245,64093,8,173275,,,2
173246,64094,6,173276,,,3
173247,64095,12,173277,,,4
173248,64096,4,173278,,,3
173249,64097,20,173279,,,4
173250,64098,17,173280,,,3
173251,64099,22,173281,,,4
173252,64100,8,173282,,,1
173253,64101,15,173283,,,1
173254,64102,17,173284,,,1
173255,64103,5,173285,16,,1
173256,64104,22,173286,,,1
173257,64105,13,173287,,,2
173258,64106,13,173288,15,,2
173259,64107,18,173289,,,1
173260,64108,17,173290,,,1
173261,64109,22,173291,,,1
173262,64110,17,173292,16,,2
173263,64111,17,173293,,,2
173264,64112,6,173294,,,4
173265,64113,11,173295,,,1
173266,64114,6,173296,,,3
173267,64115,20,173297,,,4
173268,64116,12,173298,,,2
173269,64117,15,173299,16,,1
173270,64118,8,173300,,,3
173271,64119,14,173301,,,3
173272,64120,14,173302,,,3
173273,64121,22,173303,,,4
173274,64122,15,173304,,,2
173275,64123,18,173305,,,2
173276,64124,4,173306,,,4
173277,64125,20,173307,,,3
173278,64126,13,173308,16,,2
173279,64127,17,173309,,,4
173280,64128,4,173310,,,1
173281,64129,18,173311,,,1
173282,64130,17,173312,,,2
173283,64131,12,173313,,,1
173284,64132,22,173314,,,1
173285,64133,13,173315,,,2
173286,64134,20,173316,,,4
173287,64135,5,173317,,,3
173288,64136,18,173318,15,,1
173289,64137,5,173319,,,1
173290,64138,13,173320,,,2
173291,64139,11,173321,,,3
173292,64140,17,173322,,,3
173293,64141,12,173323,,,1
173294,64142,13,173324,,,1
173295,64143,13,173325,,,3
173296,64144,18,173326,,,3
173297,64145,12,173327,,,4
173298,64146,14,173328,,,2
173299,64147,4,173329,,,2
173300,64148,13,173330,,,4
173301,64149,17,173331,,,1
173302,64150,5,173332,,,1
173303,64151,5,173333,,,3
173304,64152,11,173334,,,1
173305,64153,6,173335,,,3
173306,64154,5,173336,15,,3
173307,64155,20,173337,,,1
173308,64156,14,173338,,,1
173309,64157,20,173339,14,,4
173310,64158,20,173340,,,1
173311,64159,5,173341,,,2
173312,64160,20,173342,16,,2
173313,64161,5,173343,16,,2
173314,64162,5,173344,,,1
173315,64163,22,173345,,,4
173316,64164,4,173346,,,4
173317,64165,15,173347,,,1
173318,64166,20,173348,,,2
173319,64167,20,173349,,,3
173320,64168,12,173350,,,2
173321,64169,6,173351,16,,2
173322,64170,12,173352,,,3
173323,64171,22,173353,,,3
173324,64172,18,173354,,,3
173325,64173,20,173355,,,2
173326,64174,4,173356,,,3
173327,64175,4,173357,,,2
173328,64176,6,173358,14,,4
173329,64177,14,173359,16,,3
173330,64178,8,173360,,,3
173331,64179,18,173361,,,2
173332,64180,18,173362,,,2
173333,64181,8,173363,,,4
173334,64182,4,173364,16,,2
173335,64183,6,173365,,,4
173336,64184,6,173366,,,4
173337,64185,4,173367,,,1
173338,64186,17,173368,,,3
173339,64187,20,173369,,,4
173340,64188,18,173370,,,2
173341,64189,13,173371,,,2
173342,64190,13,173372,,,1
173343,64191,4,173373,,,2
173344,64192,17,173374,,,2
173345,64193,15,173375,,,2
173346,64194,17,173376,,,2
173347,64195,13,173377,,,4
173348,64196,8,173378,,,3
173349,64197,18,173379,,,4
173350,64198,5,173380,,,2
173351,64199,18,173381,,,1
173352,64200,13,173382,,,3
173353,64201,17,173383,,,3
173354,64202,20,173384,,,1
173355,64203,6,173385,,,4
173356,64204,12,173386,,,4
173357,64205,5,173387,,,3
173358,64206,15,173388,,,4
173359,64207,12,173389,,,1
173360,64208,11,173390,,,1
173361,64209,6,173391,,,1
173362,64210,13,173392,15,,2
173363,64211,13,173393,,,4
173364,64212,13,173394,,,2
173365,64213,4,173395,,,4
173366,64214,14,173396,,,3
173367,64215,15,173397,,,2
173368,64216,4,173398,,,2
173369,64217,11,173399,,,4
173370,64218,18,173400,15,,1
173371,64219,15,173401,,,3
173372,64220,20,173402,16,,3
173373,64221,22,173403,,,3
173374,64222,11,173404,,,3
173375,64223,4,173405,,,2
173376,64224,6,173406,,,1
173377,64225,18,173407,,,4
173378,64226,22,173408,,,2
173379,64227,14,173409,,,2
173380,64228,13,173410,,,1
173381,64229,15,173411,,,1
173382,64230,11,173412,,,1
173383,64231,15,173413,,,4
173384,64232,11,173414,,,4
173385,64233,8,173415,,,3
173386,64234,6,173416,,,2
173387,64235,8,173417,,,4
173388,64236,18,173418,,,3
173389,64237,4,173419,,,4
173390,64238,5,173420,,,3
173391,64239,18,173421,,,1
173392,64240,5,173422,,,4
173393,64241,11,173423,,,1
173394,64242,15,173424,,,3
173395,64243,15,173425,14,,1
173396,64244,6,173426,,,1
173397,64245,5,173427,,,1
173398,64246,15,173428,,,1
173399,64247,12,173429,,,3
173400,64248,6,173430,,,4
173401,64249,14,173431,14,,2
173402,64250,14,173432,,,4
173403,64251,6,173433,15,,1
173404,64252,4,173434,,,1
173405,64253,12,173435,,,1
173406,64254,5,173436,,,3
173407,64255,22,173437,,,3
173408,64256,11,173438,,,3
173409,64257,13,173439,,,1
173410,64258,13,173440,,,4
173411,64259,20,173441,,,2
173412,64260,20,173442,14,,4
173413,64261,8,173443,,,2
173414,64262,17,173444,,,1
173415,64263,17,173445,,,4
173416,64264,8,173446,,,4
173417,64265,5,173447,,,2
173418,64266,12,173448,,,4
173419,64267,13,173449,,,3
173420,64268,13,173450,14,,1
173421,64269,11,173451,15,,4
173422,64270,18,173452,,,2
173423,64271,18,173453,,,4
173424,64272,17,173454,,,3
173425,64273,20,173455,,,3
173426,64274,17,173456,,,3
173427,64275,11,173457,,,4
173428,64276,18,173458,,,1
173429,64277,17,173459,,,2
173430,64278,13,173460,,,4
173431,64279,22,173461,,,4
173432,64280,14,173462,,,1
173433,64281,12,173463,,,2
173434,64282,22,173464,,,3
173435,64283,6,173465,,,2
173436,64284,22,173466,,,1
173437,64285,12,173467,,,1
173438,64286,22,173468,,,4
173439,64287,13,173469,,,3
173440,64288,22,173470,,,1
173441,64289,8,173471,,,1
173442,64290,20,173472,,,1
173443,64291,15,173473,,,2
173444,64292,14,173474,15,,1
173445,64293,11,173475,,,4
173446,64294,20,173476,14,,2
173447,64295,11,173477,,,2
173448,64296,22,173478,,,4
173449,64297,18,173479,,,1
173450,64298,8,173480,,,4
173451,64299,13,173481,,,3
173452,64300,17,173482,,,4
173453,64301,17,173483,,,4
173454,64302,12,173484,,,4
173455,64303,17,173485,,,3
173456,64304,4,173486,,,2
173457,64305,6,173487,15,,4
173458,64306,15,173488,,,2
173459,64307,11,173489,,,3
173460,64308,20,173490,15,,2
173461,64309,12,173491,,,3
173462,64310,13,173492,,,2
173463,64311,8,173493,,,3
173464,64312,4,173494,,,4
173465,64313,20,173495,,,2
173466,64314,12,173496,,,2
173467,64315,18,173497,,,1
173468,64316,17,173498,,,3
173469,64317,18,173499,,,4
173470,64318,22,173500,,,4
173471,64319,12,173501,,,3
173472,64320,15,173502,,,1
173473,64321,5,173503,,,3
173474,64322,8,173504,,,4
173475,64323,22,173505,,,1
173476,64324,17,173506,,,1
173477,64325,11,173507,,,4
173478,64326,15,173508,,,1
173479,64327,20,173509,,,3
173480,64328,15,173510,,,4
173481,64329,8,173511,,,4
173482,64330,4,173512,,,3
173483,64331,4,173513,,,4
173484,64332,11,173514,,,4
173485,64333,12,173515,,,2
173486,64334,14,173516,16,,1
173487,64335,13,173517,,,2
173488,64336,8,173518,,,2
173489,64337,11,173519,,,1
173490,64338,15,173520,,,4
173491,64339,5,173521,,,2
173492,64340,8,173522,,,3
173493,64341,4,173523,,,2
173494,64342,15,173524,,,3
173495,64343,11,173525,,,4
173496,64344,6,173526,,,4
173497,64345,4,173527,,,1
173498,64346,11,173528,,,2
173499,64347,12,173529,,,1
173500,64348,8,173530,16,,1
173501,64349,17,173531,,,2
173502,64350,18,173532,,,3
173503,64351,15,173533,,,3
173504,64352,18,173534,,,2
173505,64353,4,173535,,,3
173506,64354,8,173536,,,3
173507,64355,4,173537,,,4
173508,64356,11,173538,,,1
173509,64357,20,173539,,,2
173510,64358,11,173540,,,1
173511,64359,5,173541,,,1
173512,64360,20,173542,,,1
173513,64361,22,173543,,,4
173514,64362,4,173544,,,4
173515,64363,5,173545,,,4
173516,64364,14,173546,15,,4
173517,64365,13,173547,,,3
173518,64366,5,173548,,,3
173519,64367,11,173549,,,1
173520,64368,14,173550,,,4
173521,64369,5,173551,,,2
173522,64370,17,173552,,,3
173523,64371,17,173553,,,4
173524,64372,8,173554,,,4
173525,64373,4,173555,,,1
173526,64374,13,173556,,,3
173527,64375,18,173557,,,2
173528,64376,17,173558,,,4
173529,64377,17,173559,,,4
173530,64378,18,173560,,,2
173531,64379,4,173561,,,3
173532,64380,12,173562,,,4
173533,64381,6,173563,,,2
173534,64382,14,173564,,,2
173535,64383,4,173565,,,3
173536,64384,17,173566,,,2
173537,64385,13,173567,,,3
173538,64386,22,173568,,,4
173539,64387,22,173569,,,2
173540,64388,15,173570,,,1
173541,64389,4,173571,,,3
173542,64390,18,173572,,,1
173543,64391,17,173573,,,3
173544,64392,4,173574,,,4
173545,64393,14,173575,,,3
173546,64394,11,173576,,,1
173547,64395,14,173577,,,2
173548,64396,18,173578,,,4
173549,64397,17,173579,,,1
173550,64398,13,173580,14,,4
173551,64399,8,173581,,,1
173552,64400,12,173582,,,1
173553,64401,8,173583,,,4
173554,64402,17,173584,,,2
173555,64403,18,173585,,,2
173556,64404,20,173586,,,2
173557,64405,4,173587,,,4
173558,64406,14,173588,,,4
173559,64407,14,173589,,,3
173560,64408,20,173590,,,2
173561,64409,4,173591,,,2
173562,64410,5,173592,14,,2
173563,64411,12,173593,,,4
173564,64412,18,173594,,,3
173565,64413,20,173595,,,2
173566,64414,8,173596,,,2
173567,64415,18,173597,,,1
173568,64416,14,173598,,,2
173569,64417,11,173599,,,1
173570,64418,18,173600,,,1
173571,64419,5,173601,,,3
173572,64420,18,173602,,,3
173573,64421,22,173603,,,4
173574,64422,8,173604,,,4
173575,64423,5,173605,,,1
173576,64424,8,173606,,,3
173577,64425,20,173607,,,2
173578,64426,8,173608,,,1
173579,64427,20,173609,,,1
173580,64428,4,173610,,,4
173581,64429,15,173611,,,4
173582,64430,14,173612,,,1
173583,64431,20,173613,,,4
173584,64432,6,173614,,,1
173585,64433,12,173615,,,2
173586,64434,18,173616,,,4
173587,64435,22,173617,,,1
173588,64436,17,173618,,,1
173589,64437,12,173619,,,4
173590,64438,5,173620,,,3
173591,64439,14,173621,,,4
173592,64440,6,173622,,,4
173593,64441,12,173623,,,2
173594,64442,18,173624,,,1
173595,64443,12,173625,,,3
173596,64444,14,173626,,,2
173597,64445,20,173627,,,2
173598,64446,20,173628,,,1
173599,64447,20,173629,,,4
173600,64448,22,173630,,,4
173601,64449,20,173631,,,4
173602,64450,17,173632,,,4
173603,64451,15,173633,,,2
173604,64452,15,173634,,,1
173605,64453,5,173635,,,3
173606,64454,11,173636,,,3
173607,64455,4,173637,,,3
173608,64456,12,173638,,,1
173609,64457,4,173639,,,3
173610,64458,17,173640,,,2
173611,64459,4,173641,15,,1
173612,64460,8,173642,,,2
173613,64461,12,173643,,,1
173614,64462,8,173644,,,4
173615,64463,17,173645,,,1
173616,64464,22,173646,,,3
173617,64465,15,173647,,,2
173618,64466,22,173648,,,1
173619,64467,13,173649,,,3
173620,64468,4,173650,,,1
173621,64469,8,173651,,,1
173622,64470,11,173652,,,4
173623,64471,18,173653,,,2
173624,64472,14,173654,,,1
173625,64473,11,173655,,,4
173626,64474,14,173656,,,2
173627,64475,11,173657,,,4
173628,64476,4,173658,16,,1
173629,64477,5,173659,,,2
173630,64478,15,173660,,,1
173631,64479,20,173661,,,2
173632,64480,18,173662,,,2
173633,64481,17,173663,,,4
173634,64482,20,173664,,,2
173635,64483,6,173665,,,3
173636,64484,20,173666,16,,2
173637,64485,4,173667,,,3
173638,64486,5,173668,,,3
173639,64487,4,173669,,,4
173640,64488,14,173670,15,,3
173641,64489,5,173671,,,1
173642,64490,12,173672,,,2
173643,64491,17,173673,,,3
173644,64492,8,173674,14,,3
173645,64493,20,173675,,,2
173646,64494,5,173676,,,4
173647,64495,11,173677,14,,2
173648,64496,15,173678,,,3
173649,64497,14,173679,,,2
173650,64498,17,173680,,,3
